labels,text
0,@user @user @user techniquement est au sommet de notre chaine alimentaire puisqu... @url
1,@user @user sai daqui mongol
1,@user @user serait-ce un journal islamo-gauchiste ? peur de perdre son lectorat molenbeek ?
1,@user @user @user @user ftgl sale pute ta la haine des renois mais tu te plains quand un renoi te traite
0,@user @user @user peut aussi dire qu'on est totalement menacé de submersion invasion is… @url
1,@user un homme comme ca qui se dit contre l'avortement et autres un mangeur de balustre le peuple américain n'en a… @url
1,@user @user @user mais bon quand trouve que les gauchos sont la pire violence en ce bas monde… @url
1,@user @user c'est un troll bande d'attardé elle fait ça pour rire
1,@user @user il faut arrêter le discours stupide et humanotaro-gauchiste qui consiste à importer la gue… @url
1,@user plus rien ne m'étonne depuis que j'ai entendu un renoi traiter un autre renoi de sale esclave et les 2 ont rigolé]
0,@user s'est acharné sur les automobilistes (et donc sur les constructeurs) avec une rare violence. et e… @url
0,@user @user @user @user j'ai absolument pas lu ce que t'a dis et jvais perdre du temps pour un d… @url
1,@user @user et bien sur aucune reponse intelligente de la part des gauchistes #fbpe gauchiste macronis... @url
0,@user @user @user je m'attarde cependant quelque peu : et si vous laissiez les gens se faire leur pro… @url
1,@user moi j'ai trouvé qu'il avait l'air un peu attardé..
1,@user tu é mongol
1,@user une ville aussi belle avec des habitants aussi moches que toi c'est pas rentable sale arabe
1,@user @user t'as pas cours pour dormir comme ça sale arabe
1,@user « ouais mais c'est des rebeus c'est gochissses »
1,@user je suis pas juif sale bougnoule
0,@user @user @user le drapeau israélien indique donc votre attachement au foyer juif et par là… @url
0,@user non les parents n'étaient pas rebeus...
0,@user y'a des rebeus hein ?
1,@user g pas besoin de prler renois pr être intéressante allez va gérer ton ptit renoi toi nous saoule pas
1,@user @user faut-il arrêter de subventionner la presse qui encourage la haine la violence et le désordre ? ... #députés
1,@user @user putin gros attardé naples personnes les sucent côté marseille
1,@user et après la gauche vient chouiner de perdre toute les élections. vous en avez pas marre de votre terrorisme intellectuel ?
1,@user parce qu'encore une fois c'est une minorité de mongol qui va emmerdé une majorité de pratiquant d'airsoft… @url
1,@user essayes tjrs mongol
0,: [@user @user le rapeur en cause qui le fils d'un migrant exactement les même droits il même bén… @url
1,@user @user @user la bas pleins de blacks et de rebeus ...
0,@user @user je trouve ça dommage après selon moi les renois pas arrêter de le dire c'est l… @url
1,voici comment l'afp immigrationiste et mondialiste islamo gauchiste et dans son essence anti #trump trouve le moyen… @url
1,@user je lui laisse le bénéfice du doute. je l'ai trouvé plutôt pas mal en première. jusqu'à sa faute de mongol
0,violence domestique et femmes spirituelles: la violence domestique n'est généralement pas… @url
1,@user jparle de qui jveux quand elles se font baiser par rebeus ça prend le seum tt d'un coup allez bize
1,@user @user le pauvre il faut qu'il arrête le pinard le gauchiste qui affirme que l'affaire clément m… @url
1,@user j'ai pas compris la sale arabe tu veu s'tap
1,@user t'es trop rlou le plus beau de tous les rebeus t'es trop charmant
1,@user @user et musulmans c est vaste terrorisme voile religion fiché assise sur l islam langue… @url
1,@user @user tu ne peux pas parler au nom des rebeus de même que je ne pzux pas parler au nom des blancs.
1,@user quand aura plus d'agneaux pour l'aid comment tu vas faire sale arabe barbu terroriste qui crie tt a… @url
1,@user @user @user fait un sondage si tu veux ;) seuls les arabes et les noirs aiment et portent le… @url
1,#zoneinterdite l'avortement est un droit pas une solution contre l'immaturité et la bêtise
0,@user @user les végans sont-ils contre l'avortement ?
1,@user @user @user sale juif
1,@user @user jviens du nord aussi mongol
0,@user @user exterminer pour ne pas les faire souffrir. ca rappelle la deuxieme guerre mondiale ca
1,@user t'es drôle sale juif
1,@user @user pour ces debiles la religion n'a rien voir la c juste un probleme de cadre c mongol n… @url
1,@user va espérer que ce soit fnac qui soit complètement attardé et que banque bien compris que j'ai… @url
1,@user @user ca existe sofia sans reponse?! au pire qd j'ai pas reponse cm'tt les rebeus ba jinsu… @url
0,@user @user @user @user whallah wallah tiens des rebeus de citée wesh sur le coran ...
1,@user @user @user j'imagine l'étymologie comme mongol --> golmon --> golbute --> golbuterie ? c'est technique.
1,@user @user @user @user pourquoi tu mets un de leurs joueurs en pp alors ?? gros mongol
1,@user @user ok t'es vraiment un mongol
0,@user @user @user Ça n'empêche pas de répondre proportionnellement aux violence qui nous sont faites.
1,@user j'suis un ptn de mongol
1,@user quel embrouille ? tu contestes des faits c inutile de continuer avk un attardé
1,@user l'acteur blanc ça doit être un gauchiste lavé du cerveau. il faut etre con d'etre acteur avec de t… @url
1,@user @user @user @user vous êtes complètement attardé. vous êtes typiquement le… @url
0,@user mdr personnellement je ne m'attarde pas next directe.
0,@user @user @user toutes les femmes catholiques sont contre l'avortement.
1,@user @user @user ah autant pour moi jme suis trompé d'attardé excuse moi mec j pensais t'éta… @url
1,@user mais mec ta 3 de qi ou quoi ? c'est pas les rebeus qui se considère pas occidentaux mais les blanc qui… @url
0,voilà pourquoi le problème des noirs et des arabes en france il finira jamais est trop diviser wesh des que y'a… @url
0,@user la logique des religieux : contre le droit à l'avortement mais contre la pma : « on veut que les enfan… @url
0,@user @user y'a que les capitaines arabes qui ont voté pour salah
0,@user salutations est-ce qu'un vegan est contre l'avortement ? logiquement oui vu qu'on tue un être vivant non ?
1,@user @user mdrrrr mais ferme bien ta gueule de gauchiste justin l'inverse le mec aurait été en t… @url
0,@user @user @user @user je suis une gauchiste libertaire et catholique pas tres orthodox... @url
1,@user @user chuis choqué c gens la sont attardé pas étonnant ils vienne de famille consanguins.
1,@user l'écran à l'air de te traiter d'attardé ou je trompe?
1,@user je suis peut être noir mais toujours pas attardé tqt
1,@user @user @user le racisme est partout j'ai vécu le 93 et ce sont des rebeus qui insultaient de… @url
1,voilà une offre sponso par zemmour ! allez les rebeus aller simple pour la maison @url
1,@user @user mongol/2
1,@user la civilisation cartagienne l`apogee de l`empire grec le negre cypion l`africain...
0,@user j'avais vu ça dans une de tes vidéos déjà mais j'm'y était pas attardé c'est futbin de pes en fait mais en mieux :p
0,@user mêler islam et violence de manière systémique voilà le but... qu ils utilisent le terme terrorisme... c… @url
0,@user je vous le demande faites en sortes de bloquer l'argent volé aux africains qui est caché dans vos b… @url
0,@user @user @user un #gauchiste « qui #pense » : il n'a que la réflexion viscérale.
1,@user va tous t'unfollow gentillement sale arabe que tu es
1,@user @user prdrrr c chien c l'es pire des gros mongol la vérité
1,@user @user @user @user génération de mongol même si moundir c'est un « ancien »
0,@user @user @user mais c est l hiver putain!fait froid!
1,@user @user cade mongol
1,@user ptydttyddtrrtdd un ouf toi tu mprends pour un sale arabe
0,@user j...ai bien une petite idee mais va traiter de gauchiste...
0,@user une cargaison de migrants de l aquarius ou autre payee' 14 000 euros minimum et vous macron soros v… @url
1,@user issa c'est une transcription arabe de jesus donc raconte pas ta vie sale inculte et tu vois pas je te ca… @url
0,@user @user tu tiens ta cause perdue d'avance
0,@user @user @user il n'y rien comprendre un gauchiste est un gauchiste. il peut raconter tout e... @url
0,@user @user vous croyez que macron aime les arabes? mdr
1,@user @user melenchon n'est pas plus gauchiste que je suis archeveque. il est opportuniste. si le ps lui... @url
0,@user les gens se sentent tous visés ! c'est une secte alors ? comme les blacks les arabes les instits...
1,@user @user il parler du prénom et nom bande d'attardé
1,@user j'ai déjà vue masse rebeu se traiter entre eux de sale arabe même dans tèc la haine le racisme… @url
1,@user @user voilà ça ching chong encore ?
1,@user les gens contre l'avortement ce sont aussi les mêmes qui vont ensuite critiquer les parents de ne pa… @url
1,@user mais quel attardé c'est dingue
1,@user @user cassons la gueule au gauchiste faisons leur comprendre qu'en jouant avec nos vies ils exposent la leur !
0,@user @user donc en fait pour proteger les especes animales vous les condamnez l'extinction... @url
1,@user @user @user merde husseyn j'voulais pas te mentionner toi sale arabe
1,@user @user « @user islamo - gauchiste ? »
1,@user woooooooow j'ai jamais vu un attardé pareil c'est un truc de fou
1,@user @user les noirs n'aiment pas les chien en général les arabes c'est très rare les chinois égaleme… @url
1,@user @user il te copie avec sexe
1,@user @user il t'a jamais tutoyé sale attardé
1,@user @user @user je crois que tu prise pr une pro immigrationniste une gauchiste détrompe toi lis… @url
1,@user @user mds tu é mongol
1,@user tu répond à ton propre tweet mongol
0,y'a plus de renois sur le terrain que dans tous les pays d'afrique subsaharienne réunis #olom
1,@user @user ah bon? ce n'est plus l'armée camerounaise qui est derrière tout ça? vraiment les anti b… @url
0,@user @user @user ne pas voter c'est donner une voix au lr macron au gauchiste etc
1,@user jparle de la cops mais si t'etais pas un attarde t'aurais compris
1,@user @user vue comment t'en parle ça se voit que t'aime ce genre de contenu toxique va boire de l'eau djavel sale attardé srx
0,@user @user je suis gauchiste et je reconnais pas du tout dans son nous les gauchistesnalle... @url
1,@user @user soyons clairs arabes ou noirs ils font parti de la mm catégorie. devrait vous m… @url
1,@user @user @user allez mange mes couilles toi l'attardé c'est pas les gars du 93 qui planifi… @url
1,@user mdrrrr moi jme calme irl sinn prend pr un attardé
1,@user @user @user #fbpe et ex socialiste le parfait exemple du facho gauchiste pro macron qu... @url
1,@user une éducation sans couilles de gauchiste
1,@user la difference entre lui et toi c est qu il fait 12 ans etude et que toi es juste un putin attardé
1,@user toi t'es plus attardé que moi
1,@user lanceur d'alerte ? c'est une blague ! un vieux prêtre aigri adolescent attardé qui veut en découd… @url
1,@user @user il est juste attarde
1,@user tu es président dun club tu viens de faire une super victoire et tu perd ton temp avec un mongol sur inte… @url
1,@user @user @user jpense que ta ete un peu loin dans ton tweet de gauchiste.??
0,@user @user mais de quelle transition tu parle ? que tout le monde devienne vegan ? pourquoi v... @url
1,@user vive le front national !!!!!!!!!!!!!!!!!!!!!
1,@user mdr jrigolai c un chinoi ching chong
1,@user ptddr pour être le plus bo des rebeus le monde chico ridfus gansta la fin il va dire je te fais qu… @url
